X, Y, T, Action
-0.90609, 0.959017, 2.47258, GoToPosition
-0.925213, 0.974135, 2.47256, GoAhead
-0.948165, 0.992274, 2.4725, GoAhead
-0.971075, 1.01039, 2.47246, GoAhead
-1.00548, 1.03758, 2.47246, GoToPosition
-1.01696, 1.04667, 2.47245, GoAhead
-1.0284, 1.05571, 2.47247, GoToPosition
-1.03988, 1.06479, 2.47247, TurnToAngle
-1.0628, 1.08289, 2.46661, GoToPosition
-1.07875, 1.09531, 2.43024, GoAhead
-1.10187, 1.11222, 2.38972, GoToPosition
-1.12463, 1.13023, 2.35643, GoAhead
-1.15312, 1.15607, 2.3545, GoAhead
-1.16343, 1.16648, 2.35456, GoToPosition
-1.17375, 1.17687, 2.35459, GoAhead
-1.19779, 1.20103, 2.3546, GoToPosition
-1.20811, 1.21139, 2.3546, GoAhead
-1.21842, 1.22173, 2.35459, GoToPosition
-1.23219, 1.23555, 2.35457, GoAhead
-1.25283, 1.25625, 2.35457, GoToPosition
-1.26314, 1.26658, 2.35457, GoAhead
-1.2838, 1.28731, 2.35463, GoAhead
-1.30442, 1.30799, 2.35466, GoToPosition
-1.31818, 1.32179, 2.35465, GoAhead
-1.33195, 1.33559, 2.35462, GoToPosition
-1.34224, 1.34592, 2.35462, GoAhead
-1.35258, 1.35629, 2.35463, GoToPosition
-1.3629, 1.36663, 2.35462, GoAhead
-1.37321, 1.37697, 2.3546, GoAhead
-1.3973, 1.40114, 2.35459, GoAhead
-1.40761, 1.41149, 2.35459, GoAhead
-1.41792, 1.42184, 2.35458, GoAhead
-1.4351, 1.43906, 2.35458, GoAhead
-1.45916, 1.4632, 2.35456, GoAhead
-1.46946, 1.47353, 2.35458, GoAhead
-1.49012, 1.49428, 2.35458, GoAhead
-1.51074, 1.51498, 2.35459, GoAhead
-1.53483, 1.53914, 2.35463, GoAhead
-1.55545, 1.55983, 2.35468, GoAhead
-1.56577, 1.57017, 2.35468, GoToPosition
-1.57608, 1.58053, 2.35472, GoAhead
-1.58983, 1.5943, 2.35465, GoToPosition
-1.60015, 1.60465, 2.3547, GoAhead
-1.61047, 1.615, 2.35472, GoAhead
-1.63454, 1.63915, 2.35471, GoToPosition
-1.65862, 1.66328, 2.3547, GoAhead
-1.67924, 1.68397, 2.3548, GoToPosition
-1.69298, 1.69777, 2.3548, GoAhead
-1.70332, 1.70813, 2.35484, GoToPosition
-1.71362, 1.71845, 2.35482, GoAhead
-1.73771, 1.7426, 2.35482, GoToPosition
-1.74802, 1.75296, 2.35482, GoToPosition
-1.76523, 1.7702, 2.3548, GoAhead
-1.78929, 1.79433, 2.35477, GoAhead
-1.80994, 1.81504, 2.35484, GoAhead
-1.83398, 1.83914, 2.35482, GoAhead
-1.85463, 1.85986, 2.35486, GoAhead
-1.88904, 1.89434, 2.35488, GoAhead
-1.90277, 1.9081, 2.35484, GoAhead
-1.92688, 1.93224, 2.35481, GoToPosition
-1.94751, 1.95294, 2.35486, Reaction Braitenberg
-1.96126, 1.96671, 2.35485, Reaction Braitenberg
-1.96811, 1.97328, 2.35132, Reaction Braitenberg
-1.96915, 1.97225, 2.31381, Reaction Braitenberg
-1.96997, 1.95154, 1.97326, TurnToAngle
-1.97987, 1.96498, 1.92905, Reaction Braitenberg
-1.98487, 1.97176, 1.86574, Reaction Braitenberg
-1.98598, 1.96439, 0.00031274, Reaction Braitenberg
-1.98169, 1.90942, 1.66607, TurnToAngle
-1.98273, 1.90483, 1.63244, Turn
-1.98481, 1.89611, 1.58782, TurnToAngle
-1.98249, 1.89763, 1.64822, Turn
-1.97889, 1.90273, 1.96227, GoToPosition
-1.95615, 1.91318, 2.24055, GoToPosition
-1.95547, 1.90692, 2.24055, TurnToAngle
-1.955, 1.89644, 2.11226, Turn
-1.95559, 1.88922, 1.97559, TurnToAngle
-1.95645, 1.88482, 1.98499, Turn
-1.9565, 1.88523, 2.08449, Turn
-1.95564, 1.89218, 2.2058, TurnToAngle
-1.95241, 1.89627, 2.401, Turn
-1.93944, 1.90494, 2.68462, TurnToAngle
-1.93639, 1.91013, 2.68462, TurnToAngle
-1.93184, 1.92325, 3.12376, TurnToAngle
-1.93114, 1.92875, -3.00965, Turn
-1.93256, 1.94006, -2.7933, TurnToAngle
-1.93435, 1.94444, -2.6944, Turn
-1.94305, 1.95583, -2.37474, TurnToAngle
-1.94687, 1.95787, -2.28161, Turn
-1.95651, 1.96069, -2.16746, TurnToAngle
-1.96015, 1.96116, -2.09326, Turn
-1.96839, 1.96121, -1.92747, TurnToAngle
-1.97144, 1.96087, -1.86616, Turn
-1.97345, 1.96058, -1.82533, Turn
-1.97915, 1.9595, -1.70485, TurnToAngle
-1.98247, 1.95869, -1.63211, Turn
-1.9872, 1.92603, -1.4785, GoAhead
-1.98397, 1.88762, -1.4487, GoToPosition
-1.98214, 1.87316, -1.4489, TurnToAngle
-1.98036, 1.85868, -1.44901, Turn
-1.97713, 1.83276, -1.44975, TurnToAngle
-1.97142, 1.79669, -1.47749, Turn
-1.96556, 1.74006, -1.55996, TurnToAngle
-1.9644, 1.68294, -1.65577, GoToPosition
-1.96561, 1.6543, -1.69602, GoAhead
-1.9702, 1.60311, -1.77115, Turn
-1.97579, 1.57427, -1.77038, TurnToAngle
-1.97983, 1.55479, -1.7431, Turn
-1.99104, 1.50657, -1.65871, TurnToAngle
-1.99613, 1.47735, -1.61569, TurnToAngle
-1.99998, 1.44791, -1.57261, Turn
-2.00255, 1.41829, -1.53121, GoToPosition
-2.00381, 1.3884, -1.53121, GoAhead
-2.00048, 1.30027, -1.4085, TurnToAngle
-1.99842, 1.28397, -1.39448, Turn
-1.99221, 1.25025, -1.40027, TurnToAngle
-1.98114, 1.19493, -1.52511, GoAhead
-1.97731, 1.16679, -1.56832, GoToPosition
-1.97471, 1.13851, -1.60396, GoAhead
-1.97342, 1.11566, -1.60673, GoAhead
-1.97365, 1.10104, -1.60649, GoAhead
-1.97426, 1.0864, -1.60642, GoToPosition
-1.97464, 1.07665, -1.60637, GoAhead
-1.97589, 1.04258, -1.6063, GoAhead
-1.97678, 1.01823, -1.60629, GoToPosition
-1.9773, 1.00361, -1.60629, GoToPosition
-1.97817, 0.979305, -1.60631, GoToPosition
-1.97852, 0.969576, -1.60633, GoAhead
-1.97905, 0.954978, -1.60633, GoToPosition
-1.97957, 0.94038, -1.60634, GoAhead
-1.98061, 0.911201, -1.60634, GoAhead
-1.98149, 0.88687, -1.60635, GoToPosition
-1.98218, 0.867416, -1.60635, GoAhead
-1.98323, 0.838228, -1.60635, GoAhead
-1.98376, 0.823631, -1.60636, GoAhead
-1.98428, 0.809034, -1.60637, GoToPosition
-1.98534, 0.77984, -1.60639, GoToPosition
-1.98586, 0.765241, -1.60639, GoAhead
-1.98657, 0.745783, -1.60639, GoToPosition
-1.98709, 0.731191, -1.60639, GoAhead
-1.98762, 0.716601, -1.60641, GoToPosition
-1.98919, 0.672801, -1.60643, GoAhead
-1.98971, 0.658204, -1.60644, GoToPosition
-1.99024, 0.643609, -1.60644, GoAhead
-1.99129, 0.614416, -1.60646, GoAhead
-1.99233, 0.585225, -1.6065, GoToPosition
-1.99285, 0.570627, -1.60651, GoAhead
-1.99338, 0.55604, -1.60651, GoToPosition
-1.9939, 0.541448, -1.60651, GoAhead
-1.99443, 0.526848, -1.60651, GoToPosition
-1.99496, 0.512249, -1.60651, GoAhead
-1.99602, 0.483054, -1.60652, GoAhead
-1.99707, 0.453862, -1.60654, GoAhead
-1.99813, 0.424672, -1.60657, GoToPosition
-1.99866, 0.410076, -1.60656, GoAhead
-1.99919, 0.395477, -1.60656, GoToPosition
-1.99971, 0.380876, -1.60657, GoAhead
-2.00024, 0.366282, -1.60658, GoToPosition
-2.00077, 0.351685, -1.60658, GoAhead
-2.00129, 0.337088, -1.60659, GoToPosition
-2.00182, 0.322494, -1.6066, GoAhead
-2.00288, 0.293297, -1.60661, GoAhead
-2.00376, 0.268973, -1.60662, GoAhead
-2.00482, 0.239785, -1.60663, GoAhead
-2.00588, 0.210594, -1.60667, GoAhead
-2.00676, 0.186264, -1.60668, GoAhead
-2.00782, 0.157074, -1.60669, GoAhead
-2.01118, 0.106677, -1.55808, Reaction Braitenberg
-2.01358, 0.0970387, -1.49773, GoToPosition
-2.01538, 0.0872923, -1.43808, GoToPosition
-2.01604, 0.0785221, -1.39625, Reaction Braitenberg
-2.01528, 0.073188, -1.39844, GoToPosition
-2.01374, 0.0667641, -1.40773, GoToPosition
-2.01409, 0.0709279, -1.41047, Reaction Braitenberg
-2.01479, 0.0752813, -1.4105, Reaction Braitenberg
-2.01525, 0.0781823, -1.41053, Reaction Braitenberg
-2.01594, 0.0825174, -1.41057, Reaction Braitenberg
-2.01641, 0.0854225, -1.41059, Reaction Braitenberg
-2.0171, 0.0897499, -1.41065, Reaction Braitenberg
-2.01776, 0.0940612, -1.41068, Reaction Braitenberg
-2.01729, 0.0893867, -1.39785, Reaction Braitenberg
-2.01919, 0.100888, -1.39796, GoToPosition
-2.01969, 0.10377, -1.39799, Reaction Braitenberg
-2.02041, 0.108161, -1.39819, Reaction Braitenberg
-2.02112, 0.11249, -1.39837, Reaction Braitenberg
-2.02458, 0.132881, -1.39841, Reaction Braitenberg
-2.02534, 0.137328, -1.39841, GoToPosition
-2.02609, 0.141693, -1.4003, GoToPosition
-2.02775, 0.151416, -1.42499, GoToPosition
-2.02953, 0.169042, -1.44038, GoToPosition
-2.03062, 0.184819, -1.43052, Reaction Braitenberg
-2.03308, 0.190175, -1.40396, TurnToAngle
-2.03336, 0.183674, -1.34974, Reaction Braitenberg
-2.03313, 0.163206, -1.22691, TurnToAngle
-2.03262, 0.156674, -1.18619, Turn
-2.02885, 0.136202, -1.06662, GoToPosition
-2.02589, 0.130145, -1.05816, TurnToAngle
-2.02356, 0.132543, -1.13928, GoToPosition
-2.02198, 0.134606, -1.22741, Turn
-2.01883, 0.13788, -1.31882, TurnToAngle
-2.01669, 0.139561, -1.37692, Turn
-2.01511, 0.140428, -1.37692, GoToPosition
-2.01278, 0.14143, -1.46885, TurnToAngle
-2.01123, 0.142017, -1.51719, Turn
-2.00894, 0.142752, -1.54973, GoToPosition
-2.00764, 0.0846891, -1.64711, GoToPosition
-2.01432, 0.0591265, -1.49743, GoAhead
-2.0149, 0.0397671, -1.39688, TurnToAngle
-2.01555, 0.0335779, -1.38037, Turn
-2.01521, 0.0263605, -1.3786, Turn
-2.01035, 0.000850335, -1.4084, Turn
-1.99825, -0.0541039, -1.47668, TurnToAngle
-1.99339, -0.0825842, -1.51999, Turn
-1.98796, -0.130315, -1.59228, GoAhead
-1.98621, -0.19486, -1.66857, GoAhead
-1.98841, -0.225306, -1.6682, GoToPosition
-1.98989, -0.239803, -1.66814, GoToPosition
-1.99134, -0.254321, -1.66813, GoAhead
-1.99278, -0.268857, -1.66813, GoToPosition
-1.99421, -0.283395, -1.66813, GoAhead
-1.99563, -0.297931, -1.66813, GoAhead
-1.99706, -0.312471, -1.66814, GoAhead
-1.9999, -0.34155, -1.66814, GoAhead
-2.00275, -0.370629, -1.66814, GoAhead
-2.00426, -0.385189, -1.61942, Reaction Braitenberg
-2.00682, -0.396979, -1.55721, GoToPosition
-2.00986, -0.406848, -1.49578, GoAhead
-2.01296, -0.41991, -1.43985, GoToPosition
-2.01396, -0.429738, -1.42349, GoToPosition
-2.01297, -0.438726, -1.42357, TurnToAngle
-2.00999, -0.458019, -1.42389, Turn
-2.00635, -0.482139, -1.42908, TurnToAngle
-2.00336, -0.501841, -1.46681, Turn
-1.99814, -0.529794, -1.50859, GoToPosition
-1.9939, -0.558318, -1.54984, GoAhead
-1.99085, -0.586902, -1.59127, GoToPosition
-1.98897, -0.615341, -1.62618, GoAhead
-1.98813, -0.638324, -1.62896, GoToPosition
-1.98893, -0.658063, -1.62884, GoAhead
-1.98986, -0.672592, -1.62878, GoToPosition
-1.99074, -0.687151, -1.62874, GoAhead
-1.9916, -0.701726, -1.62874, GoToPosition
-1.99246, -0.716309, -1.62874, GoAhead
-1.99332, -0.730891, -1.62875, GoToPosition
-1.99389, -0.740611, -1.62876, GoAhead
-1.99559, -0.769785, -1.62877, GoAhead
-1.99672, -0.78923, -1.62877, GoToPosition
-1.99757, -0.803812, -1.62878, GoAhead
-1.99956, -0.837847, -1.62878, GoAhead
-2.00041, -0.852437, -1.62878, GoToPosition
-2.00126, -0.867023, -1.62879, GoToPosition
-2.00296, -0.896185, -1.62878, GoAhead
-2.00382, -0.910769, -1.62879, GoToPosition
-2.00467, -0.925351, -1.6288, GoAhead
-2.00552, -0.939937, -1.62881, Reaction Braitenberg
-2.00637, -0.954522, -1.62881, Reaction Braitenberg
-2.00723, -0.969106, -1.61463, Reaction Braitenberg
-2.00812, -0.983553, -1.61463, Reaction Braitenberg
-2.01384, -1.00707, -1.47704, GoToPosition
-2.01538, -1.01699, -1.4164, GoAhead
-2.01661, -1.04026, -1.22668, TurnToAngle
-2.01566, -1.05007, -1.22038, Turn
-2.00468, -1.0814, -1.22835, TurnToAngle
-2.00127, -1.09023, -1.28563, Turn
-1.99707, -1.08781, -1.38203, GoToPosition
-1.99437, -1.08616, -1.44956, Turn
-1.99007, -1.08406, -1.54862, GoAhead
-1.98588, -1.08228, -1.59479, GoAhead
-1.98334, -1.09297, -1.66348, GoToPosition
-1.98486, -1.10756, -1.66296, GoAhead
-1.98658, -1.12219, -1.66259, GoToPosition
-1.98958, -1.15134, -1.66244, GoToPosition
-1.99098, -1.1659, -1.66242, GoAhead
-1.99234, -1.18045, -1.66239, GoToPosition
-1.99369, -1.19499, -1.66239, GoAhead
-1.99504, -1.20954, -1.66239, GoToPosition
-1.99816, -1.24349, -1.66239, GoAhead
-2.00085, -1.27259, -1.6624, GoAhead
-2.00308, -1.29683, -1.6624, Reaction Braitenberg
-2.00475, -1.31101, -1.64886, Reaction Braitenberg
-2.01024, -1.33099, -1.55152, GoAhead
-2.01336, -1.34715, -1.43443, GoToPosition
-2.01275, -1.35937, -1.41801, TurnToAngle
-2.01031, -1.37389, -1.41831, Turn
-2.00399, -1.41309, -1.44833, TurnToAngle
-1.99566, -1.45969, -1.53042, GoAhead
-1.98963, -1.51646, -1.57201, GoToPosition
-1.9884, -1.53947, -1.60713, GoAhead
-1.98869, -1.55428, -1.60974, GoAhead
-1.98981, -1.57868, -1.60943, GoToPosition
-1.99041, -1.5933, -1.60937, GoAhead
-1.99098, -1.60789, -1.60937, GoToPosition
-1.99156, -1.62249, -1.60935, GoAhead
-1.99212, -1.63708, -1.60935, GoToPosition
-1.99268, -1.65168, -1.60937, GoAhead
-1.99325, -1.66628, -1.60937, GoToPosition
-1.99401, -1.68574, -1.60936, GoAhead
-1.9946, -1.70034, -1.60936, GoToPosition
-1.99516, -1.71494, -1.60934, GoAhead
-1.99629, -1.74412, -1.60934, GoAhead
-1.99742, -1.77332, -1.60934, GoToPosition
-1.99798, -1.78792, -1.60934, GoAhead
-1.99913, -1.81711, -1.60934, GoAhead
-1.99988, -1.83657, -1.60936, GoToPosition
-2.00045, -1.85116, -1.60933, GoAhead
-2.00103, -1.86575, -1.60934, GoToPosition
-2.00159, -1.88034, -1.60934, GoAhead
-2.00215, -1.89494, -1.60937, GoToPosition
-2.00331, -1.92413, -1.60879, TurnToAngle
-2.00327, -1.923, -1.61081, Reaction Braitenberg
-2.00207, -1.9108, -1.62977, TurnToAngle
-2.00154, -1.90183, -1.63002, Turn
-2.0011, -1.89295, -1.57147, Turn
-2.00626, -1.88139, -1.34715, TurnToAngle
-2.01206, -1.88256, -1.21131, Turn
-2.02606, -1.89564, -0.934968, GoToPosition
-2.02911, -1.90141, -0.667258, Turn
-2.03132, -1.90743, -0.532869, Turn
-2.03261, -1.91379, -0.411105, GoToPosition
-2.03297, -1.91972, -0.300387, GoToPosition
-2.0327, -1.92513, -0.189641, TurnToAngle
-2.03182, -1.93044, -0.0415521, Turn
-2.02588, -1.9455, 0.139333, TurnToAngle
-2.02118, -1.95205, 0.305547, TurnToAngle
-2.01881, -1.9547, 0.378094, TurnToAngle
-2.01424, -1.9589, 0.567658, GoToPosition
-2.01181, -1.96075, 0.627652, TurnToAngle
-2.00936, -1.9624, 0.687674, Turn
-2.00684, -1.9639, 0.740148, GoToPosition
-2.00312, -1.96573, 0.814372, GoToPosition
-1.99858, -1.96335, 0.822327, GoAhead
-1.97942, -1.9429, 0.821465, GoToPosition
-1.95965, -1.92142, 0.82088, GoToPosition
-1.92982, -1.88934, 0.82077, GoAhead
-1.92982, -1.88934, 0.82077, GoToPosition
-1.91988, -1.87866, 0.820742, GoAhead
-1.90995, -1.868, 0.820694, GoToPosition
-1.89998, -1.85729, 0.820666, GoAhead
-1.88006, -1.83592, 0.820678, GoAhead
-1.86017, -1.81456, 0.820684, GoAhead
-1.8502, -1.80386, 0.820629, GoToPosition
-1.84024, -1.79316, 0.820646, GoToPosition
-1.8303, -1.78249, 0.820633, GoAhead
-1.81039, -1.76113, 0.820589, GoToPosition
-1.80044, -1.75045, 0.820594, GoAhead
-1.7905, -1.73977, 0.820555, GoToPosition
-1.78056, -1.7291, 0.82055, GoAhead
-1.77058, -1.7184, 0.820543, GoToPosition
-1.76168, -1.6978, 0.596905, TurnToAngle
-1.76723, -1.69816, 0.553247, Turn
-1.7709, -1.69821, 0.509659, GoToPosition
-1.77156, -1.69544, 0.509659, TurnToAngle
-1.76386, -1.68992, 0.459586, Turn
-1.72601, -1.67253, 0.531776, TurnToAngle
-1.71462, -1.66932, 0.579293, Turn
-1.71101, -1.67218, 0.627302, TurnToAngle
-1.70909, -1.67339, 0.724087, Turn
-1.70113, -1.67238, 0.7716, GoAhead
-1.66572, -1.63964, 0.847175, GoAhead
-1.65929, -1.63235, 0.847057, GoToPosition
-1.65288, -1.62503, 0.846739, GoAhead
-1.64645, -1.61773, 0.846619, Reaction Braitenberg
-1.64003, -1.61042, 0.84312, GoToPosition
-1.63386, -1.60334, 0.821605, GoAhead
-1.62981, -1.59791, 0.790485, GoToPosition
-1.62706, -1.59302, 0.760262, Reaction Braitenberg
-1.62418, -1.58809, 0.717947, Reaction Braitenberg
-1.61943, -1.581, 0.674099, GoToPosition
-1.61451, -1.57429, 0.674099, GoAhead
-1.60937, -1.5678, 0.588713, GoToPosition
-1.58898, -1.55139, 0.566483, TurnToAngle
-1.56227, -1.5276, 0.394605, Reaction Braitenberg
-1.54953, -1.51726, 0.271364, TurnToAngle
-1.54278, -1.51278, 0.148109, GoToPosition
-1.53566, -1.50869, 0.148109, GoToPosition
-1.52855, -1.50561, 0.112066, TurnToAngle
-1.52492, -1.50556, 0.112066, Turn
-1.5234, -1.50766, 0.163549, GoToPosition
-1.52191, -1.51005, 0.223911, TurnToAngle
-1.5201, -1.51261, 0.287598, Turn
-1.51622, -1.51743, 0.456337, TurnToAngle
-1.5141, -1.51958, 0.519266, Turn
-1.51181, -1.52155, 0.561068, Reaction Braitenberg
-1.511, -1.52219, 0.596118, Reaction Braitenberg
-1.50149, -1.51405, 0.474173, GoToPosition
-1.49746, -1.50987, 0.411769, TurnToAngle
-1.49173, -1.50397, 0.350635, GoToPosition
-1.48548, -1.49837, 0.308443, TurnToAngle
-1.47917, -1.49399, 0.330965, Turn
-1.47458, -1.49555, 0.37989, TurnToAngle
-1.47292, -1.49736, 0.430868, TurnToAngle
-1.47114, -1.49917, 0.483419, Turn
-1.46922, -1.50084, 0.535491, GoToPosition
-1.46717, -1.50251, 0.589855, TurnToAngle
-1.46342, -1.50497, 0.682798, GoToPosition
-1.46128, -1.50613, 0.763283, TurnToAngle
-1.45927, -1.50711, 0.763283, Turn
-1.45794, -1.50774, 0.854965, GoToPosition
-1.45263, -1.50491, 0.854965, GoAhead
-1.4423, -1.49448, 0.921543, GoToPosition
-1.42414, -1.47396, 0.926531, GoAhead
-1.41469, -1.46171, 0.926142, GoToPosition
-1.40601, -1.45002, 0.925951, Turn
-1.3885, -1.42668, 0.925415, TurnToAngle
-1.37651, -1.41077, 0.898686, Turn
-1.34263, -1.36354, 0.857277, GoToPosition
-1.33041, -1.34832, 0.815647, GoAhead
-1.29339, -1.30677, 0.724036, GoAhead
-1.28225, -1.29597, 0.724443, GoToPosition
-1.27128, -1.28633, 0.724443, GoAhead
-1.2494, -1.26702, 0.724621, GoAhead
-1.23848, -1.25736, 0.724638, GoToPosition
-1.21658, -1.23799, 0.724622, GoAhead
-1.20565, -1.22832, 0.72466, GoAhead
-1.19473, -1.21866, 0.724662, GoToPosition
-1.17282, -1.19929, 0.724648, GoAhead
-1.1619, -1.18963, 0.724648, GoAhead
-1.13636, -1.16704, 0.724621, GoAhead
-1.11449, -1.14768, 0.724627, GoAhead
-1.10719, -1.14122, 0.724664, GoAhead
-1.09261, -1.12831, 0.724636, GoToPosition
-1.08167, -1.11863, 0.724651, GoAhead
-1.07075, -1.10896, 0.724639, GoToPosition
-1.05982, -1.09928, 0.724628, GoAhead
-1.03793, -1.07991, 0.724608, GoAhead
-1.02334, -1.067, 0.724608, GoAhead
-1.01238, -1.0573, 0.724614, GoToPosition
-1.00511, -1.05087, 0.724624, GoAhead
-1.00146, -1.04764, 0.724622, GoAhead
-0.990504, -1.03793, 0.724625, GoToPosition
-0.979549, -1.02824, 0.72461, GoAhead
-0.968623, -1.01858, 0.724603, GoToPosition
-0.957687, -1.0089, 0.72464, GoAhead
-0.935782, -0.989507, 0.724609, GoAhead
-0.910293, -0.966949, 0.724613, GoAhead
-0.888373, -0.94756, 0.724651, GoAhead
-0.866502, -0.928193, 0.724687, GoAhead
-0.840984, -0.905587, 0.724711, GoAhead
-0.819097, -0.886227, 0.724742, GoAhead
-0.808132, -0.876528, 0.72476, GoAhead
-0.789888, -0.860391, 0.724754, GoToPosition
-0.778964, -0.850711, 0.724759, GoAhead
-0.757063, -0.831367, 0.724824, GoAhead
-0.731542, -0.808743, 0.724805, GoToPosition
-0.720586, -0.79905, 0.724825, GoAhead
-0.70964, -0.789359, 0.724847, GoAhead
-0.676835, -0.760298, 0.724859, GoAhead
-0.665869, -0.750592, 0.724831, GoAhead
-0.65127, -0.737673, 0.724839, GoAhead
-0.640316, -0.727978, 0.724825, GoAhead
-0.611179, -0.702176, 0.724893, GoAhead
-0.600227, -0.692489, 0.724903, GoToPosition
-0.578346, -0.673117, 0.724911, GoToPosition
-0.552765, -0.650468, 0.724928, GoAhead
-0.541824, -0.640781, 0.72497, GoAhead
-0.494409, -0.59878, 0.725036, GoAhead
-0.472524, -0.579405, 0.725099, GoAhead
-0.450665, -0.560028, 0.725097, GoAhead
-0.439704, -0.550325, 0.725097, GoAhead
-0.406887, -0.52126, 0.725145, GoToPosition
-0.395957, -0.511574, 0.725133, GoToPosition
-0.377748, -0.495438, 0.725148, GoToPosition
-0.374104, -0.492211, 0.725145, GoAhead
-0.363169, -0.482516, 0.725148, GoToPosition
-0.359518, -0.479282, 0.725128, GoAhead
-0.337649, -0.459914, 0.725124, GoAhead
-0.31577, -0.440525, 0.725094, GoAhead
-0.304819, -0.430828, 0.725066, GoToPosition
-0.293899, -0.421155, 0.725097, GoAhead
-0.27204, -0.40178, 0.725062, GoAhead
-0.261115, -0.392096, 0.725059, GoToPosition
-0.246506, -0.379153, 0.725059, GoAhead
-0.235553, -0.36947, 0.724992, GoToPosition
-0.224636, -0.359784, 0.724954, GoAhead
-0.213698, -0.350097, 0.724936, GoToPosition
-0.202761, -0.340404, 0.724961, GoAhead
-0.191808, -0.3307, 0.724965, GoToPosition
-0.184514, -0.324243, 0.724918, GoAhead
-0.177248, -0.31779, 0.724953, GoToPosition
-0.166301, -0.308102, 0.724957, GoAhead
-0.144421, -0.28873, 0.724946, GoToPosition
-0.133483, -0.279037, 0.724954, GoAhead
-0.126171, -0.272571, 0.72499, GoToPosition
-0.115234, -0.262892, 0.724999, GoAhead
-0.0970163, -0.246749, 0.725041, GoToPosition
-0.0787925, -0.230602, 0.725048, GoAhead
-0.0678612, -0.220921, 0.725048, GoAhead
-0.0423556, -0.198326, 0.725029, GoAhead
-0.0241042, -0.182158, 0.725051, GoToPosition
-0.0131474, -0.172468, 0.725051, GoAhead
0.00872699, -0.153084, 0.725107, GoToPosition
0.0196283, -0.143421, 0.725108, GoAhead
0.0415576, -0.12403, 0.725106, GoToPosition
0.0525127, -0.114329, 0.725106, TurnToAngle
0.0634308, -0.104653, 0.725112, Turn
0.0931061, -0.0785181, 0.766006, TurnToAngle
0.115274, -0.0601117, 0.805565, Turn
0.15826, -0.0205574, 0.885374, GoAhead
0.194908, 0.0185001, 0.923431, GoAhead
0.215785, 0.0459109, 0.923075, GoAhead
0.224604, 0.0575874, 0.923032, GoToPosition
0.233395, 0.0692202, 0.923006, GoAhead
0.251038, 0.0925307, 0.923015, GoAhead
0.268633, 0.11582, 0.922971, GoAhead
0.28628, 0.139142, 0.922928, GoAhead
0.295086, 0.150774, 0.922915, GoToPosition
0.303926, 0.16245, 0.922938, GoAhead
0.312738, 0.174103, 0.922933, GoToPosition
0.324496, 0.18963, 0.922933, GoAhead
0.333302, 0.201284, 0.922858, GoToPosition
0.35098, 0.224616, 0.922836, GoAhead
0.377425, 0.259541, 0.922868, TurnToAngle
0.383296, 0.267317, 0.922873, GoToPosition
0.392119, 0.27895, 0.922849, TurnToAngle
0.40097, 0.290634, 0.922852, Turn
0.421846, 0.318298, 0.917302, GoAhead
0.438186, 0.341294, 0.880644, GoToPosition
0.467724, 0.378445, 0.844004, GoAhead
0.477484, 0.389381, 0.84414, GoToPosition
0.487194, 0.400269, 0.844249, GoAhead
0.496898, 0.411182, 0.844225, GoAhead
0.50335, 0.418443, 0.844267, GoToPosition
0.529241, 0.447568, 0.844216, GoAhead
0.548677, 0.469415, 0.844223, GoAhead
0.564859, 0.487618, 0.844231, GoAhead
0.584292, 0.509467, 0.844219, GoAhead
0.603699, 0.531308, 0.844234, GoAhead
0.613403, 0.542234, 0.844234, GoAhead
0.619868, 0.54949, 0.844273, GoToPosition
0.632807, 0.564077, 0.844273, GoAhead
0.642516, 0.574997, 0.844263, GoToPosition
0.652222, 0.585924, 0.844291, GoAhead
0.671627, 0.607754, 0.844344, GoAhead
0.691019, 0.629585, 0.844398, GoAhead
0.700724, 0.640486, 0.84439, GoToPosition
0.710458, 0.651417, 0.844373, GoToPosition
0.723379, 0.665966, 0.84441, GoToPosition
0.73307, 0.676893, 0.844399, GoToPosition
0.742797, 0.687839, 0.844409, GoToPosition
0.752513, 0.698762, 0.844393, GoAhead
0.762202, 0.709686, 0.844399, GoAhead
0.781623, 0.731532, 0.844488, GoAhead
0.804261, 0.756987, 0.844477, GoAhead
0.823695, 0.778849, 0.844454, GoAhead
0.839864, 0.797056, 0.844434, GoAhead
0.856063, 0.815253, 0.844528, GoToPosition
0.869025, 0.829808, 0.844489, GoAhead
0.875473, 0.837087, 0.84431, GoToPosition
0.888423, 0.851642, 0.844267, GoAhead
0.898117, 0.862573, 0.84427, GoToPosition
0.907836, 0.873476, 0.844245, GoAhead
0.91753, 0.884376, 0.844261, GoToPosition
0.927264, 0.895317, 0.844282, GoAhead
0.936961, 0.906216, 0.844264, GoToPosition
0.946647, 0.917137, 0.844272, GoAhead
0.95633, 0.928037, 0.844272, GoAhead
0.972527, 0.946242, 0.844201, GoToPosition
0.982233, 0.95714, 0.844202, GoAhead
1.00811, 0.986257, 0.844167, GoAhead
1.01779, 0.997162, 0.844186, GoToPosition
1.02752, 1.00809, 0.844232, GoAhead
1.04367, 1.02627, 0.844209, GoToPosition
1.05339, 1.0372, 0.844209, GoAhead
1.06311, 1.04812, 0.844258, GoAhead
1.0728, 1.05902, 0.844351, GoToPosition
1.0825, 1.06995, 0.844351, GoAhead
1.09218, 1.08084, 0.844399, GoAhead
1.1019, 1.09175, 0.844397, GoToPosition
